gene_id,gene_symbol,SRR18254680,SRR18254679,SRR18254678,SRR18254677,SRR18254676,SRR18254675
ENSG00000004139,SARM1,351.3126720690542,361.26533433716264,313.74617598425453,323.7569589357986,397.26980058231936,375.2355326913174
ENSG00000004142,POLDIP2,1114.342766495205,1094.8410105974601,1116.932467152359,1230.552200021951,1249.3212199975515,1275.3740921594904
ENSG00000004399,PLXND1,139.65059066555287,156.1774681039974,237.95470172708337,188.84190376423243,143.80133724024347,203.24193520768748
ENSG00000004455,AK2,3422.263184519475,3480.97593751779,3408.0556535198602,3513.4887101645336,3368.5778371037245,3361.8238998785378
ENSG00000004468,CD38,2.3370081464682206,1.5239540555084214,0,0.9046336700256083,3.551716706405405,1.7424757601063012
ENSG00000004478,FKBP4,1349.5881507779873,1379.5855184144227,1381.0604135857548,1469.0863986860297,1521.896878394189,1576.686722141078
ENSG00000004487,KDM1A,1655.3993538822815,1718.8117968003137,1763.3488040311756,1489.578042032577,1582.8420073794762,1478.2298995676701
ENSG00000004534,RBM6,549.768969578787,625.7791823398354,581.0136149511989,316.6769525709844,302.0311790158629,423.0192843317095
ENSG00000004660,CAMKK1,241.6682845845711,221.378700866194,227.4830571683554,257.6046695457308,262.7784187143367,281.3285493218016
ENSG00000004700,RECQL,435.433433074199,386.16322239237047,492.11508255632657,589.5303983543934,573.1761353610852,455.46619387599736
ENSG00000004766,VPS50,131.30572776812377,199.52147313013958,116.37973184777861,186.17967190497745,145.8247322257122,175.03303645884833
ENSG00000004777,ARHGAP33,15.485409270663945,33.99302902207657,55.51458096895342,52.575812794525014,27.319823863382297,20.99666567338136
ENSG00000004779,NDUFAB1,842.1297420353237,837.8969205281626,746.0760383564042,580.1782976311491,762.1736187387455,675.3979071081753
ENSG00000004799,PDK4,10.4640439058749,11.569545210382145,5.755803388216079,12.26014879697793,14.19706499316443,16.651342703336006
ENSG00000004838,ZMYND10,8.126704005567804,10.888544788556846,8.409435818044544,6.46345074290112,3.976248675318172,6.456653728661816
ENSG00000004846,ABCB5,10.146989220709704,7.540535529917053,8.727616085844424,5.935354918072343,4.930960538088229,15.885394487146488
ENSG00000004864,SLC25A13,384.48319695463726,517.3059820049556,190.28438001771974,288.0747772791987,571.0184873211066,385.3347730586957
ENSG00000004866,ST7,122.86593978282141,151.0969314516759,112.96210909366133,243.26493459370988,102.95678173627958,122.31125692573126
ENSG00000004897,CDC27,1115.3458966960202,1226.0154053448523,1419.3324664581917,1106.3125407946675,1007.8561097184124,1172.9736135272744
ENSG00000004939,SLC4A1,10.9006810178094,12.399847244744063,14.404191768499564,5.175715881368633,9.844115557585997,7.112996255924661
ENSG00000004961,HCCS,302.99910997825174,303.7517461306844,314.7799141486801,373.89451570849025,355.7422613019071,363.68774030051486
ENSG00000004975,DVL2,244.5667134109751,227.53992253980454,235.46198065635363,227.85091133278655,267.0777333842708,327.96153830946713
ENSG00000005007,UPF1,751.11726513291,842.7600096953579,866.2035277678451,797.3719261928186,746.3341164601762,868.057138677642
ENSG00000005020,SKAP2,241.60269681371983,286.0695199506116,269.96368922759257,287.0796506460978,308.88306869633806,318.9896356371737
ENSG00000005022,SLC25A5,6996.100058481917,7180.974642174819,7100.403044441767,7281.829253249197,7439.258176651054,7055.18435501268
ENSG00000005059,MCUB,146.08876400690025,141.18407885919947,133.70543299724636,229.39393605514593,252.9476081647499,193.6624569510288
ENSG00000005073,HOXA11,245.95537488348688,239.59107319779773,240.93141718396996,175.97616413088167,163.7758616477749,161.81754913917825
ENSG00000005075,POLR2J,208.29998105048767,204.2775590719082,229.932508112054,272.023097400713,279.9147473053294,288.7660998996483
ENSG00000005100,DHX33,751.9474689786455,669.9568877995189,656.4889708806602,647.1749183503981,606.4226407396379,601.8223423910227
ENSG00000005102,MEOX1,1.8417801975887016,0.8863697335937437,1.2055361965185112,2.0867280665546724,0.9582412427873352,4.065802647826025
ENSG00000005108,THSD7A,1.6760462619926821,14.214527559095815,2.9475562028799964,1.3048104549056359,0.6016086141335507,4.353807682091061
ENSG00000005156,LIG3,454.00948203747845,764.9364000275308,538.1543443743138,399.7793982301681,615.105846885841,681.3929844924381
ENSG00000005175,RPAP3,610.5739238548346,624.1743150872121,713.8414740141858,465.89395739539464,544.2572889884618,463.2534039920232
ENSG00000005187,ACSM3,45.48374210110904,27.544033229651852,22.634677461892995,27.012667007885245,43.081220510110576,49.44389055687153
ENSG00000005189,REXO5,106.36081083067022,127.15040492730597,66.58321362291233,113.46484252289848,108.4051582921232,117.08853834142198
ENSG00000005194,CIAPIN1,522.5020775185806,490.74348620211293,568.7132627752499,743.8216375185732,660.3038728229591,752.9749533156889
ENSG00000005206,SPPL2B,278.2517445512903,199.50080171889115,261.8793493055054,205.0453381287568,192.0597374493247,185.26520799863823
ENSG00000005238,ATOSB,17.89353426919803,9.109819284125741,17.538866642797668,53.92930704257672,33.33586761718265,33.38705579798348
ENSG00000005249,PRKAR2B,220.20510193241483,204.73105992653285,217.10565686905576,245.89227988917068,250.20144968602898,219.65017839061755
ENSG00000005302,MSL3,325.75477246799716,333.3070400277617,245.9474083665587,191.13622387610707,200.4706093799288,323.4496667607999
ENSG00000005339,CREBBP,899.0824881128996,622.1523318715206,505.42272711891576,460.3414084828205,590.5508528054036,678.7942353352436
ENSG00000005379,TSPOAP1,3.2021350624507607,1.5407771119458773,4.197781023513762,0,1.6791881429321394,0.8825423799616058
ENSG00000005436,GCFC2,432.3938791148526,450.1212448929008,369.44556100290606,537.7215942813035,538.1584242832256,514.5271072785835
ENSG00000005448,WDR54,229.27323807544755,227.49617302428294,245.7580963630066,341.71522855170014,368.81566795560735,316.20247224196663
ENSG00000005469,CROT,69.7391992251152,90.19343008715796,104.12087576767276,137.87513370456026,66.75879438131342,73.20414363761437
ENSG00000005471,ABCB4,2.068956982765138,0,3.638982609289182,51.500481241651784,11.041740104839619,10.418262782205337
ENSG00000005483,KMT2E,165.13228548176752,168.13323748784583,182.4529553161494,146.61191283146044,181.22123481285914,155.3024444019294
ENSG00000005486,RHBDD2,107.01822920974739,134.88300792528557,133.8438252321186,169.96927813215532,147.9276616410521,346.35892582944115
ENSG00000005513,SOX8,57.95009286956129,44.27824155896866,55.37192975785609,100.06245076635481,84.08519649403497,80.162143016949
ENSG00000005700,IBTK,303.5267097722229,272.73919904071073,283.4911255663456,235.98702225133488,247.37813954835306,242.27845418586713
ENSG00000005801,ZNF195,416.8420501993543,478.40181865508947,651.6383069075979,327.1567284275252,371.63597875666625,371.92505271270113
ENSG00000005810,MYCBP2,1034.1944167500992,1034.953264219613,1369.4779850954021,761.5543133902074,639.7270932316958,610.3277035435367
ENSG00000005812,FBXL3,701.3230473760684,735.8499058586508,756.170850926316,442.72198576743386,418.8546087970312,411.3524731216059
ENSG00000005844,ITGAL,15.527931096573646,12.529074137060903,14.063619887184027,6.4664033090403805,15.785659319075565,6.447172253895279
ENSG00000005882,PDK2,158.63907288974684,174.4912682401801,206.94597474506634,183.1381906372927,225.6740349060699,335.9323642699113
ENSG00000005884,ITGA3,40.99003621461346,68.77332312004921,48.60981127186456,27.00454364117184,91.23862543339337,41.58699240102239
ENSG00000005889,ZFX,532.8228623685694,587.7058020315986,597.304015501837,655.9207740024436,685.6752747108737,612.3307905341721
ENSG00000005893,LAMP2,1183.3544333673678,1275.4613078095451,1334.5346852871191,1007.2593731690266,1051.1053277482467,1003.0514862469533
ENSG00000005961,ITGA2B,14.671700265504036,23.737863196784236,31.199288264504418,70.35119028439279,68.02006389153064,35.098871153321994
ENSG00000006007,GDE1,646.4730789832287,734.9398888799298,592.397276339517,812.4861070688644,720.8241842078745,637.2823349230999
ENSG00000006015,REX1BD,161.3195677746274,187.8383746102564,132.48298269120454,184.0775626701213,148.09514526416788,202.95683137952193
ENSG00000006016,CRLF1,32.79560982297735,10.87684768230829,50.61357803231839,29.690501672751616,28.18317256349867,39.6008355553212
ENSG00000006025,OSBPL7,96.5568237528161,59.77515999612339,80.14333496729893,59.24653693033737,63.36419803426047,59.30787502323895
ENSG00000006042,TMEM98,458.5720052193377,492.83358424329896,464.97563027030145,507.39975634113046,540.6047950245178,500.1156577919745
ENSG00000006047,YBX2,4.22748633743679,1.2737029165062617,2.7694531071682085,2.9644307355686332,1.748164290729632,1.2422337057922956
ENSG00000006062,MAP3K14,57.75531066308387,45.592520573539574,39.578470372387336,58.36338855745026,61.67621270770335,64.2757450458038
ENSG00000006071,ABCC8,64.86856498605779,110.53135517762973,94.48169208726341,54.6757805668064,63.70483181418046,75.19477047306403
ENSG00000006118,TMEM132A,328.2298451527931,176.6625241197005,234.410395634427,155.10323313399434,104.08751514257376,149.52491863749944
ENSG00000006125,AP2B1,1916.6060782017357,2096.198283392735,1506.5196633024561,1891.505372472526,1749.7023111210938,1838.5170754980843
ENSG00000006194,ZNF263,261.76337226073844,272.2574347164903,280.58892207228877,233.100728155951,248.70222126608985,216.42995093682603
ENSG00000006210,CX3CL1,3.525136285581587,2.2283284438003466,3.4608145043100182,1.9854844089180552,1.8324079126500872,0.9706198200723315
ENSG00000006282,SPATA20,136.49148561484867,153.2701553306523,159.88308407273746,173.73321680939645,147.99394675400714,170.54268887688767
ENSG00000006283,CACNA1G,5.838339218292967,30.984752425603723,16.09497290438028,3.265642787169573,3.849433165982434,4.112673426059587
ENSG00000006327,TNFRSF12A,66.85422274050485,59.3383198412922,67.76451721920355,398.84622665036227,522.9491631309628,252.85084997784375
ENSG00000006377,DLX6,66.06405186854226,41.82917326071658,34.63489578666902,55.915739496923436,74.74700380636698,91.6942350126593
ENSG00000006432,MAP3K9,199.28088858166828,213.73000717524687,176.25485947634772,147.0581042196033,159.1112693812991,222.03501323437393
ENSG00000006451,RALA,598.57594433571,285.8650459501075,593.265781462327,502.43179760328826,519.5742273377377,316.80359898656235
ENSG00000006453,BAIAP2L1,264.0357594786768,248.28284394510712,216.00795746253988,383.69255295213594,310.55438434716615,313.49261931221474
ENSG00000006459,KDM7A,294.5356316199067,254.5365471877566,268.54565702227507,253.5098046884644,260.83280619317276,317.72559883068107
ENSG00000006468,ETV1,12.603901478230675,34.11781400470269,26.664145203479304,28.17420087113215,47.087757752817275,23.97918299954008
ENSG00000006530,AGK,652.7793212614591,542.6806032055937,604.8199358510833,527.1687170097373,575.1223153061298,536.7358648633003
ENSG00000006534,ALDH3B1,22.19509490638229,9.342379226861595,8.52956963098824,14.17601578047575,11.883996042781602,44.07568051132593
ENSG00000006555,TTC22,2.3406466735728912,2.2285834573533734,0,2.4297007025812243,0.8046992413676268,1.4662905666196033
ENSG00000006576,PHTF2,274.29319655047107,221.3104228640259,244.19362360222934,223.40141419294838,286.96237454679914,196.01041321690707
ENSG00000006607,FARP2,416.682233212408,473.8119603205305,371.58504744570183,293.02559109138986,386.773576452815,327.2242032979019
ENSG00000006611,USH1C,87.11905005796196,29.09717784360389,28.877006510084218,34.73872901108121,39.38403659395016,67.65320610925983
ENSG00000006625,GGCT,645.1491070416665,630.2947803683808,629.4884633095893,533.5183167621957,537.652843764047,553.8357834906527
ENSG00000006634,DBF4,445.9868962803605,448.84205571894,445.42639806792704,315.5854570048475,343.1220994128405,314.5784969422313
ENSG00000006638,TBXA2R,80.557611073001965,71.36004656619951,70.57255418518929,80.64221365478087,42.54694034475946,69.42207099250022
ENSG00000006652,IFRD1,352.73440444613595,403.1297852714342,391.6429214123739,375.5063343157092,338.20844412435434,339.1463886192801
ENSG00000006695,COX10,186.26627675392456,188.73277822375138,138.19628010566865,157.9406399836281,190.6861157407179,191.53829593363744
ENSG00000006704,GTF2IRD1,208.8867244546156,182.70976842544982,75.77125717810672,278.649766228027,269.0541280102987,238.50582453326157
ENSG00000006712,PAF1,572.7210797084853,471.9163075735326,545.7060505326311,504.0588165828418,371.73982993433305,410.27396973823096
ENSG00000006715,VPS41,368.710275939264,352.9821894815396,325.86195827440116,299.40482401485053,199.62465980558284,181.71327207203933
ENSG00000006740,ARHGAP44,154.53535945217766,137.26912972591015,139.7285162179334,143.805521053281,242.5411494767096,173.3746837571741
ENSG00000006744,ELAC2,883.3929241776622,757.9057116232357,985.7640515555266,794.5376088766673,900.7437330288726,771.2507252288146
ENSG00000006747,SCIN,19.80963367297105,9.61952726937217,7.763124074313058,25.603427394605678,1.8103087873503916,3.7634229595296165
ENSG00000006756,ARSD,3.3143396563423755,6.414833555545125,0,7.467816795115571,0.5452771445470241,0.23031199460370605
ENSG00000006757,PNPLA4,11.72432837760753,1.311021490156457,0.9602139896138554,2.5548165648341383,1.5724690897354037,0
ENSG00000006831,ADIPOR2,406.3625042186131,271.20080720528784,312.0136211109757,363.077697794733,328.455381222626,251.44092152746228
ENSG00000006837,CDKL3,7.733470190933564,6.199121159902471,2.975873310482382,17.638345212900706,14.331826655377709,12.976796354976921
ENSG00000007047,MARK4,233.08162666245445,269.3900269287669,276.45368664163937,194.1557982594077,188.9260299287532,178.7391982996008
ENSG00000007080,CCDC124,796.7646896777134,899.3424647425983,853.6926440323407,751.1438682967496,932.6848928223471,870.8415887022527
ENSG00000007168,PAFAH1B1,1462.9516792344675,1217.7278987345046,1502.848325351206,1063.7570248401141,1058.6755261915016,984.1493985433192
ENSG00000007171,NOS2,63.49358216143992,47.62938751830121,48.81311031041099,106.82011946069446,109.8984687636165,89.7692235549721
ENSG00000007202,BLTP2,1869.558818940876,1996.0003880856273,1886.6738537482108,1927.643456809452,2458.731351605466,1893.5520521580654
ENSG00000007237,GAS7,49.89335495983351,66.77150554693272,26.96814655644987,62.02125829087145,24.663934394936245,74.40982749906519
ENSG00000007255,TRAPPC6A,45.13900759403081,40.01483888370617,27.801876342640462,55.07719087928981,51.789987306559404,44.47752240117417
ENSG00000007264,MATK,213.70100491746362,181.94122483354465,176.4684919078492,209.7664808892477,185.76708528234505,250.22736647518565
ENSG00000007314,SCN4A,7.940121269858889,41.396470705803594,20.742247777043293,42.137007145662544,34.199220296506475,31.492450551351027
ENSG00000007341,ST7L,136.67216390352317,153.43804587504937,152.8653450734812,181.97526269395937,181.8819257842318,199.6084125066158
ENSG00000007350,TKTL1,2.2374349352614527,2.147186628748109,5.190197217600236,3.2683640724461043,3.6186645849089545,14.648761880033485
ENSG00000007372,PAX6,120.65555657133628,122.41130335015023,201.69843816862593,155.27504964452768,158.26602769068327,140.53928458012916
ENSG00000007376,RPUSD1,398.27589655092044,436.7324235598978,412.930675973014,450.7989005855167,484.7100604782559,499.8192142809977
ENSG00000007384,RHBDF1,32.68825154491296,23.103946256632884,63.08470782406756,84.17368116963021,44.581393663762675,79.08499820304606
ENSG00000007392,LUC7L,394.44578694214306,344.28761487310805,365.26299159410337,229.32641681623917,222.8967127777355,267.1456597668734
ENSG00000007402,CACNA2D2,53.52162975873244,55.10774281417606,45.994930539018874,35.43330728580245,42.507533529979476,41.986208242208654
ENSG00000007516,BAIAP3,5.587304824804389,5.692466640181906,10.054128115827337,9.389494494055953,3.987085709719925,11.6918624890467
ENSG00000007520,TSR3,375.6973624085193,367.6538848182351,349.888131529387,384.5058345342433,387.8447023244833,382.96828898112346
ENSG00000007541,PIGQ,304.4439463054487,218.72610006306718,235.14176336482112,621.4296943097218,277.69046540654597,1324.5369062270395
ENSG00000007545,CRAMP1,183.16829789484524,607.4777894855528,431.4391031856713,953.1051609965451,298.5900867606475,249.62759675550652
ENSG00000007866,TEAD3,80.35133038598465,69.17618066124189,82.74095796697628,88.66861664828245,88.17490160671628,108.56304866491445
ENSG00000007923,DNAJC11,625.6502370740176,774.1971063351897,613.551025052395,862.8249865253958,820.950735205999,582.8780315284586
ENSG00000007944,MYLIP,90.90522553603844,90.3999019388029,91.05818807351113,76.58849097695222,93.5071223423179,96.30469178326675
ENSG00000007968,E2F2,199.3171746270773,170.57260740957648,168.17253936627864,309.38539616345173,369.02526371759666,385.6149349846124
ENSG00000008018,PSMB1,1046.2452516169917,1088.5660689398142,1015.5872420192314,724.6496637114499,739.8717057279945,719.7200485018074
ENSG00000008056,SYN1,6.28073600958888,4.358389387420381,2.280281605436479,16.814387194401903,18.085693205998993,14.603332396399688
ENSG00000008083,JARID2,251.10251565720753,242.30698705078703,235.27068080254415,347.5389749908237,314.49974771893216,239.93957352379724
ENSG00000008086,CDKL5,93.23114140903839,117.024946829905,106.59553790435314,100.77373735948419,144.83173960250485,95.44134916862467
ENSG00000008128,CDK11A,32.73404155213759,51.951419584657934,57.00208544550991,37.53045766232429,45.019914817745466,32.284764547083014
ENSG00000008130,NADK,791.305338342447,315.70525752903575,524.2554642349642,372.7494049650717,410.69867158470095,319.76720756672364
ENSG00000008256,CYTH3,283.1410630739859,237.1624157742553,211.1308106846402,201.3093216058765,244.67502338676024,176.24487510150013
ENSG00000008277,ADAM22,179.14056874718065,89.5538917458906,167.63865837665284,123.71458054709213,96.88242040707605,68.48112808362465
ENSG00000008282,SYPL1,400.58595931653485,373.77243755746105,338.7614171589503,402.416380459967,367.57000574083236,385.7498973689714
ENSG00000008283,CYB561,186.2650471398767,199.75331428277195,157.1000878060793,325.7542702672535,313.6987109994043,324.6812350097133
ENSG00000008294,SPAG9,1020.9262422029635,913.9977328153907,899.5207019578643,926.417307559188,970.9915665937716,805.324282114727
ENSG00000008300,CELSR3,60.400006863701165,55.904043776633195,81.76366030845968,59.09075757639375,76.53906286803962,58.61059435380885
ENSG00000008311,AASS,286.91482199789533,329.0378593281863,334.22388302579975,231.38497394766068,206.96280612712377,201.7978615630672
ENSG00000008324,SS18L2,191.7989082966329,202.55489950316291,180.15216046565564,115.3581658003249,138.71987491240674,118.4948086203096
ENSG00000008382,MPND,53.5649776839183,60.69254986665041,64.57119706834843,53.83223038306646,127.69440154306,50.562599882635915
ENSG00000008394,MGST1,271.12683209928247,285.82935719235104,267.3954552844394,256.93279168338563,313.6277962935835,238.25588095157877
ENSG00000008405,CRY1,407.9867661715596,391.56198161947736,431.56380621702635,672.9847141303528,542.0077095622129,682.5661569921814
ENSG00000008441,NFIX,216.775377490278,202.30276546931168,413.73273465428207,295.52139027956645,252.705980316697,425.9574497742693
ENSG00000008513,ST3GAL1,95.5443561316914,110.6663403858626,198.38644753799147,152.38683887580152,103.31580378791364,94.78646400733587
ENSG00000008516,MMP25,1.0260342047152227,7.654900616991777,1.3334402309186582,3.331339161936213,3.9896700662782214,3.4483429795270877
ENSG00000008517,IL32,1.9606132583373086,1.8841552889674056,0,1.4254692659619035,3.0245680119171805,0.834620044805667
ENSG00000008710,PKD1,553.2346881695429,508.54010948415356,478.44082857215693,559.9225223425884,564.8041183512541,526.2508212801507
ENSG00000008735,MAPK8IP2,232.63753274464233,225.5419164157509,230.24862262245972,302.11608847364363,301.508306040631,300.6571363627316
ENSG00000008838,MED24,836.2145056110776,645.8809341845514,667.442182363668,709.9642594528334,693.3524094288754,656.0339284934261
ENSG00000008853,RHOBTB2,33.20582720597668,58.32596868080844,78.95822934142574,143.42529646121895,102.90580499535695,114.97665403572172
ENSG00000008869,HEATR5B,385.2112613584684,308.1073643435771,278.63518009685345,308.2906592872065,336.6127627454506,318.6438209134702
ENSG00000008952,SEC62,896.734812274552,858.0111611266067,1051.278237130763,602.0911032790643,582.1062053937281,580.6323520948125
ENSG00000008988,RPS20,5078.289782954538,5552.861934389902,5353.779500615601,5401.78452652339,5298.035105799499,5336.686916893987
ENSG00000009307,CSDE1,7832.625443984745,7834.1913735441285,7551.840184745931,7979.513344213501,7951.543498311732,8017.358247872866
ENSG00000009335,UBE3C,1626.4422642323434,1735.1706510874358,1556.3403949167111,1662.1323477696699,1537.4483470515277,1582.3111977413996
ENSG00000009413,REV3L,469.5852300916638,691.0961489812993,408.9399310723472,415.936006821398,370.03775018841526,221.29171838215134
ENSG00000009694,TENM1,136.5553297665927,142.848371926423,169.52949851372568,18.012212511246656,19.843855081828202,15.477250146472246
ENSG00000009709,PAX7,3.408967975134565,10.064132197417633,2.6733940110738073,4.390115681473566,2.103183488644502,6.695263996304155
ENSG00000009724,MASP2,1.0277161185083068,2.4380362579484713,2.6691456320759417,3.1373320164019285,4.109633211458958,3.8966386629132144
ENSG00000009765,IYD,6.483749138187204,4.417202673335286,19.993590258666174,13.799241785768498,18.982706101217843,7.197345278562557
ENSG00000009780,FAM76A,282.0527827697366,302.6755986624337,289.3384726876669,387.06832781716196,345.05350197867665,363.96831398880045
ENSG00000009830,POMT2,197.13027294824383,168.46430076906398,475.99649313491994,231.88964741922473,455.4302059690359,64.49016879296487
ENSG00000009844,VTA1,689.6412971552305,654.667467102283,675.6345280805576,510.6401192835303,465.2488798650046,507.5703589559305
ENSG00000009950,MLXIPL,65.68771826296017,34.46633453214037,59.2291615781687,76.17448209031888,54.35358073321779,58.475194921248615
ENSG00000009954,BAZ1B,1019.897624572909,1011.2880270967157,1025.8429682210062,1188.6874956269244,1153.69414229092,1147.4465986829832
ENSG00000010017,RANBP9,330.34262570394856,327.07165094058814,351.3984434046374,306.16720161350776,358.72036288952427,381.47194619491415
ENSG00000010072,SPRTN,475.14006350815583,485.8307364814143,519.2043662769325,496.09407272541927,442.9496069950299,542.6265030276116
ENSG00000010165,METTL13,653.7225078609127,453.5361158866522,560.3161382372489,570.1431691423608,494.19625480250517,568.462111086941
ENSG00000010219,DYRK4,159.4397510650889,132.75577050150665,164.97250800393132,153.4825650903756,157.12681100316206,136.83669557055424
ENSG00000010244,ZNF207,2060.271662495622,2109.267166700543,2101.2818342852934,1621.0074134508127,1657.711994456188,1678.723334410531
ENSG00000010256,UQCRC1,918.2225091523497,987.1224263138771,944.9862591845375,793.2764574820998,813.5220873830071,917.8246666488077
ENSG00000010270,STARD3NL,501.0067594079986,537.3906364277152,544.724551293842,374.1660110217942,389.7127189196087,416.7958118919428
ENSG00000010278,CD9,187.04341924404048,205.00949953184366,165.25419008314972,286.03820887971017,245.96856557791634,252.5140639932864
ENSG00000010292,NCAPD2,1566.9774205390336,1416.9550986593347,2492.417051401375,1403.7110526710399,1024.2303952398233,958.5712208055611
ENSG00000010295,IFFO1,285.22567425498517,279.05826798366087,268.0540859484412,286.9809483251847,235.40744825149227,286.04682816048114
ENSG00000010310,GIPR,14.223316789237758,20.710382848382523,17.17352929524093,10.59944445744532,177.73707089182048,6.9333563403070215
ENSG00000010318,PHF7,62.29142403645657,48.73393631052777,63.2434285686451,51.632696564786045,59.39042338272265,61.97426835656603
ENSG00000010319,SEMA3G,47.36772688710648,63.83176435935142,92.06014574946866,35.202619539271716,34.47605392406411,32.85622156332109
ENSG00000010322,NISCH,421.8731554854516,517.2742657953708,634.6695743013552,370.79308112499007,352.1862762124295,426.87122090520904
ENSG00000010361,FUZ,187.99932539354558,252.20604944099628,166.4391956278322,124.27101934178435,183.07875948360723,194.06083653313848
ENSG00000010379,SLC6A13,10.319339294926456,11.63602581137658,2.949657346795993,1.790060011582556,2.470804853997547,6.756404744598011
