gene_id,gene_symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000102034,ELF4,198.2897940526548,1.69259145817866,0.1702489038263492,1.8451481078205457e-24,6.121832392127006e-22
ENSG00000121579,NAA50,1933.3201016563366,-0.7408913951926002,0.07424860637175955,2.2716442189754096e-24,7.169174492079543e-22
ENSG00000128591,FLNC,364.48288547092557,1.3016060263579379,0.13113094064207242,2.2372199049946556e-24,7.169174492079543e-22
ENSG00000184216,IRAK1,5672.810575152456,0.7178575939443814,0.07190604202913631,2.2904710837314835e-24,7.169174492079543e-22
ENSG00000145386,CCNA2,892.8064517961659,-0.8675391759064753,0.08725089104487782,2.6234636040766313e-24,8.059377357042081e-22
ENSG00000178538,CA8,127.10949692085848,2.159859759174215,0.21923780223636136,3.913799448700315e-24,1.1804730737179914e-21
ENSG00000169714,CNBP,2724.3568479773203,-0.6101778059701437,0.06143286857481242,4.729053602825408e-24,1.3958896744251014e-21
ENSG00000180573,H2AC6,1260.5220309502085,-1.0670905823608705,0.10819820324618323,4.796293413842352e-24,1.3958896744251014e-21
ENSG00000180596,H2BC4,1666.3607063501142,-0.8564970951056822,0.08669572534366407,5.1659547930530164e-24,1.4775521389992498e-21
ENSG00000152661,GJA1,515.6154731889179,-1.0451822200490695,0.10609592803849364,5.586774942540312e-24,1.5708306698610377e-21
ENSG00000288859,H2AC19,8779.405069548544,-0.7751946903055971,0.07826247894982861,5.874970461371797e-24,1.6243314163949458e-21
ENSG00000083937,CHMP2B,406.417695441974,-1.4125344430852576,0.14416582927258031,7.50654442360122e-24,2.041410908903617e-21
ENSG00000134086,VHL,1430.8816995818495,-0.6927022866545058,0.07056016077074813,1.195784210749413e-23,3.199494237439034e-21
ENSG00000009694,TENM1,83.71108632438141,-3.0062829043043386,0.3111871735631784,3.113586752890049e-23,8.198617562490955e-21
ENSG00000114850,SSR3,1906.0040224294457,-0.7767039983876816,0.0813732173647578,1.5155006672620484e-22,3.9282250889390816e-20
ENSG00000135069,PSAT1,1428.813589010319,-0.6870063311448664,0.0720093335448191,1.8383981089440277e-22,4.691874804503458e-20
ENSG00000163428,LRRC58,1014.285354527203,-0.8169176304916812,0.0859033227622048,2.0017074162574654e-22,5.031261261862893e-20
ENSG00000104549,SQLE,963.2319023302778,-0.8502043788261846,0.08997549142125552,3.3548908121920258e-22,8.306609504993063e-20
ENSG00000167635,ZNF146,1363.0628296311295,-0.7236017543425056,0.07669079620828528,4.87897825631314e-22,1.1902554454996865e-19
ENSG00000124762,CDKN1A,385.7006466073879,1.6055264007684389,0.1714855505349538,5.079753402069339e-22,1.221275785317801e-19
ENSG00000197894,ADH5,885.5499259413705,-0.787406699627091,0.08372909447593499,5.752824268331358e-22,1.3633371683906985e-19
ENSG00000112339,HBS1L,869.1329347146682,-1.0560797888336362,0.11330457402086129,9.057046546631105e-22,2.1161597910149775e-19
ENSG00000213186,TRIM59,334.0435297934366,-1.1796083360146496,0.12699945481430755,1.1518661828407356e-21,2.6539316815479113e-19
ENSG00000280441,ENSG00000280441.3,341.8829891471467,3.6790331751958654,0.3995373668235552,1.2011392471422606e-21,2.729547804225063e-19
ENSG00000123146,ADGRE5,216.98242457828084,1.6267086795502501,0.176048227485544,1.4617667847755752e-21,3.2769255665732454e-19
ENSG00000152795,HNRNPDL,2005.7429950353749,-0.595381720297097,0.06413584862467336,2.699908747229908e-21,5.971838161039592e-19
ENSG00000174748,RPL15,7655.8765656090545,-0.43433604318244345,0.04653192020531503,2.780456330830079e-21,6.069077641071076e-19
ENSG00000167996,FTH1,1226.1695135322736,0.7722341209995512,0.0836362059538167,3.0586819200198255e-21,6.589671996260894e-19
ENSG00000179750,APOBEC3B,197.56437851975548,1.5023617198677073,0.16399696351453621,3.389390487354568e-21,7.208538307016017e-19
ENSG00000162772,ATF3,439.3807217457321,1.3808055752912214,0.15087967657898715,3.7621671748377345e-21,7.900074843466225e-19
ENSG00000083535,PIBF1,425.3144154816713,1.375747342646783,0.15228540565855347,1.0995981374567163e-20,2.2801541877836833e-18
ENSG00000286522,H3C2,3384.7371340207837,-0.616802887861969,0.06772207664856582,1.5366436006204655e-20,3.147084035888013e-18
ENSG00000158710,TAGLN2,2381.8741885475292,0.5777206535581201,0.06351188080532892,1.6265974306775128e-20,3.290685948476739e-18
ENSG00000111674,ENO2,117.56765250204631,2.3564124122929133,0.26409941928987013,2.5147724128091257e-20,5.026211994709709e-18
ENSG00000189241,TSPYL1,1950.2645970319725,-0.5802438737639664,0.06417513229348283,2.647195803059977e-20,5.227896568685947e-18
ENSG00000148943,LIN7C,897.8855559762305,-0.7372506258424372,0.08196110683872208,2.8083102280474903e-20,5.4808303968329194e-18
ENSG00000128272,ATF4,4722.095720620971,-0.42973158329992533,0.04745515637872007,3.821753143227024e-20,7.37198405732478e-18
ENSG00000129682,FGF13,133.60959031198817,3.686546441762166,0.42822106813853844,5.4046801997886335e-20,1.03055448085395e-17
ENSG00000120254,MTHFD1L,601.8302890971894,-0.9961607210272884,0.11220755566529732,5.803696301978203e-20,1.0940627040172319e-17
ENSG00000124635,H2BC11,2782.0069564003666,-0.7945422241593844,0.08934198711236792,6.423062848019274e-20,1.1972156133235026e-17
ENSG00000114391,RPL24,4724.939053291036,-0.4943023311180245,0.055418391235008455,1.1088804770284681e-19,2.043913137047251e-17
ENSG00000167972,ABCA3,197.58090959755867,1.8588133398656077,0.2122150317021129,1.1238047210926893e-19,2.0486589580446838e-17
ENSG00000196866,H2AC7,906.5853627806018,-0.8558363937323393,0.09743856496123594,1.5784393237641324e-19,2.84616629803513e-17
ENSG00000088451,TGDS,108.91597476812179,-2.0367651485569938,0.23364378486350218,1.6569450001798486e-19,2.955597914836937e-17
ENSG00000164134,NAA15,1152.6595931216636,-0.7138789721966606,0.08112631995383718,1.702996205702142e-19,3.0054259634460456e-17
ENSG00000117523,PRRC2C,1957.9557002361257,-0.7908375605533107,0.09013174061520131,1.8387731944122566e-19,3.2108851075899923e-17
ENSG00000091527,CDV3,1701.8721495386374,-0.7341004844811194,0.0841116052979594,3.088772594755491e-19,5.337463393166546e-17
ENSG00000104267,CA2,83.6375487547231,-2.5444263159582023,0.29486522915804053,3.44325942993054e-19,5.869868788006182e-17
ENSG00000164104,HMGB2,1313.3720244132296,-0.8222288018145821,0.09453118273309498,3.4676420593441793e-19,5.869868788006182e-17
ENSG00000138777,PPA2,563.2390336765811,-1.1273255549477608,0.13092727555079234,5.339020795777837e-19,8.946365250622075e-17
ENSG00000131016,AKAP12,614.523083021799,-0.8402044134504573,0.09717217146509745,5.403952842847955e-19,8.964617371000473e-17
ENSG00000119333,DYNC2I2,869.7625489736529,0.7077194896236578,0.08165676633143537,5.721369758632736e-19,9.344048474093099e-17
ENSG00000163956,LRPAP1,1249.5062244127562,0.6238194171169941,0.07180036413496066,5.745330908177082e-19,9.344048474093099e-17
ENSG00000051596,THOC3,911.8793713437369,-0.6851979752984793,0.07927857701835041,7.136111622407109e-19,1.149329667030209e-16
ENSG00000261150,EPPK1,90.36537580640623,2.559629677858945,0.2992512208078328,8.204104416449366e-19,1.3086335400430628e-16
ENSG00000106211,HSPB1,63.197506755273515,2.880454246698138,0.3389284402072823,1.2586827217274232e-18,1.9885988257844022e-16
ENSG00000006327,TNFRSF12A,228.1005499266949,2.5254244142914684,0.29846297989792536,1.2903313180295043e-18,2.0193685127161744e-16
ENSG00000196787,H2AC11,2443.226433695906,-0.6969578924478602,0.08149053588518115,1.5567410137213512e-18,2.4135305305255605e-16
ENSG00000197153,H3C12,550.1128784874746,-1.147598646061781,0.1352683458712314,1.6114473710682602e-18,2.47521300357883e-16
ENSG00000183598,H3C13,1492.9488346214573,-0.8144248276926858,0.09571364330635325,1.8245841106189287e-18,2.7768831019318724e-16
ENSG00000172340,SUCLG2,230.19693324382592,-1.302207149521812,0.15411725138705532,2.0674888734101543e-18,3.117961174636459e-16
ENSG00000148468,FAM171A1,432.175810265834,-1.0553466787068455,0.12563433926112708,3.4731734679996825e-18,5.190673392851057e-16
ENSG00000177469,CAVIN1,338.75002920311726,1.096845374629633,0.13057373643743053,3.5106705750147054e-18,5.19986733651062e-16
ENSG00000144744,UBA3,287.6560588985049,-1.13119646142891,0.1353165214012537,4.738937004887023e-18,6.9570111481478615e-16
ENSG00000277443,MARCKS,1630.6868190307732,-0.5513635413915923,0.06515431258590117,4.85331252345769e-18,7.062421179968387e-16
ENSG00000181218,H2AC25,922.7385109977326,-0.783624635016194,0.09332058121886146,4.989536250064206e-18,7.197514508896967e-16
ENSG00000163655,GMPS,1036.2116193516208,-0.8280775256897026,0.09898332399199493,5.911630568007391e-18,8.454141335575397e-16
ENSG00000113739,STC2,538.9453712207762,-1.235049578945929,0.14926433654464566,8.49442094914883e-18,1.2043927275677773e-15
ENSG00000074211,PPP2R2C,177.393803106804,2.2758633756677233,0.2782724749071658,1.2004068522639789e-17,1.6875889213734868e-15
ENSG00000198856,OSTC,744.709818514006,-0.8123868176018604,0.09844934210340854,1.597363474123899e-17,2.2267783758186015e-15
ENSG00000145244,CORIN,66.7935921315495,2.565636663552283,0.314681984742084,2.0033789745266695e-17,2.7695044840352433e-15
ENSG00000187837,H1-2,7375.2664962531035,-0.629547714914992,0.07619996438451163,2.1326747028277513e-17,2.9238793921660797e-15
ENSG00000203811,H3C14,8818.63611439696,-0.6396582562168343,0.07748042690931986,2.3423476027707637e-17,3.1850167526528036e-15
ENSG00000104368,PLAT,222.40055317413905,1.6680085602155261,0.20600115341814138,2.7411989828267758e-17,3.697052839521414e-15
ENSG00000149557,FEZ1,110.80959640208644,2.0273676473486213,0.24963855552229386,2.7793772134901284e-17,3.718313596337721e-15
ENSG00000123143,PKN1,1152.2319665041969,0.6469453553565262,0.0786655034542568,2.837915045382149e-17,3.7662538150275574e-15
ENSG00000175792,RUVBL1,938.5443788178604,-0.6515548988419878,0.07939290622152398,3.200915909202626e-17,4.21428523950495e-15
ENSG00000144713,RPL32,5326.719794524612,-0.3777857017812276,0.04552090684991596,3.6036676865018946e-17,4.707184507982671e-15
ENSG00000198804,MT-CO1,27716.27683784459,-0.37900742282354427,0.045645272830588876,3.883520117471258e-17,5.033102752244586e-15
ENSG00000160789,LMNA,828.5213138305362,0.9082814636201402,0.11184721281002293,4.2507907780098783e-17,5.466385133054719e-15
ENSG00000084093,REST,423.0563182639175,-0.9627408729949967,0.11912892746120454,5.364473558461473e-17,6.845480912409028e-15
ENSG00000105223,PLD3,629.002260195261,0.9106333545244657,0.11278863019890742,6.211544514259821e-17,7.8659016753478e-15
ENSG00000146731,CCT6A,4065.0843635689903,-0.4613316858910975,0.05634383442059458,6.409752674987963e-17,8.055408115558736e-15
ENSG00000138778,CENPE,926.5833722874672,-2.466057417248158,0.31066244052771863,9.602640893401185e-17,1.1977309006062576e-14
ENSG00000213468,FIRRE,544.1820604728857,-1.2391746157040608,0.1558023403582952,1.2022342098875378e-16,1.4883480080465946e-14
ENSG00000119547,ONECUT2,212.4701362060223,-1.2932520443273237,0.16295596079823213,1.4196992959948236e-16,1.731719972151333e-14
ENSG00000254986,DPP3,314.9026558651295,1.6912922035857338,0.21366589514171858,1.4161627167043392e-16,1.731719972151333e-14
ENSG00000123505,AMD1,2042.9091376979159,-0.7206421107797365,0.09009257404821955,1.485514906563205e-16,1.7987742178815336e-14
ENSG00000145425,RPS3A,5831.271162090772,-0.5006920793814117,0.06222988763926948,1.6813065726258305e-16,2.021101067629703e-14
ENSG00000134330,IAH1,40.04061153635171,-4.20990370370638,0.5325600571823773,2.092234143617106e-16,2.4969836121197246e-14
ENSG00000160712,IL6R,236.4567540709472,1.4402855881414025,0.18368044978225032,2.6971622644285313e-16,3.1959446289003505e-14
ENSG00000185130,H2BC13,650.4398496885076,-0.8729180185409545,0.11097896394421584,3.475355711655073e-16,4.088842262457164e-14
ENSG00000158406,H4C8,1645.6746246688986,-0.7418777824447963,0.09424983785991023,4.1050331960789783e-16,4.795661668292547e-14
ENSG00000185561,TLCD2,89.92120009466831,10.947058052242978,2.9457314102510996,4.2137925679768438e-16,4.8882940496620886e-14
ENSG00000155366,RHOC,483.7712262692887,0.8440600331598533,0.10758600101424312,4.4146852913141915e-16,5.085778770667439e-14
ENSG00000196924,FLNA,4601.95253382947,0.7736468068930034,0.09923489546284689,7.040394200269753e-16,8.054696509536202e-14
ENSG00000168036,CTNNB1,1703.2679416896303,-0.5243328824624828,0.06665888637009107,7.300305373642629e-16,8.294846975572436e-14
ENSG00000114030,KPNA1,645.1402163638298,-0.7272459416515104,0.09362988056252848,9.730783782954027e-16,1.0981222596967643e-13
ENSG00000153130,SCOC,785.8455070848952,-0.6977836268138496,0.08983379930549787,1.0228917034885137e-15,1.1465371938629023e-13
ENSG00000139746,RBM26,886.9364201984806,-0.7211739855796925,0.09322943405320253,1.236324714969856e-15,1.3764691742708012e-13
ENSG00000104964,TLE5,694.1503609030692,0.7978549998388061,0.10354953756864571,1.3735138096416126e-15,1.5190147058763141e-13
ENSG00000156508,EEF1A1,61830.851398578,-0.25758466693186033,0.03274153751837226,1.8551509550768244e-15,2.0380860393224795e-13
ENSG00000196428,TSC22D2,335.1902431148831,-1.078466921971864,0.14235245029302165,2.702028927279264e-15,2.948944597015507e-13
ENSG00000197903,H2BC12,2920.0368656152928,-0.6594928929352113,0.08619466631970651,2.7450360028483717e-15,2.976300800735401e-13
ENSG00000043355,ZIC2,234.97687549757654,-1.5932746320925582,0.21303751255460443,4.0598220734176635e-15,4.3450573145758466e-13
ENSG00000111906,HDDC2,586.7683674387642,-0.7222748139765602,0.09522564355171205,4.050150805034507e-15,4.3450573145758466e-13
ENSG00000223572,CKMT1A,379.33860716504006,-0.9068194679405954,0.12041312546458526,4.557708238381368e-15,4.846655254263366e-13
ENSG00000277157,H4C4,1853.7868128758403,-0.6930288337904326,0.09152558787381053,4.706634117837575e-15,4.97314352743997e-13
ENSG00000114354,TFG,650.4632350585493,-0.7106584420658362,0.09394464978695428,4.783616967623698e-15,5.022495055437312e-13
ENSG00000174173,TRMT10C,452.0682891397866,-0.9374567696045287,0.12502596702236926,5.684692781885651e-15,5.931029469100696e-13
ENSG00000172986,GXYLT2,99.4908699609874,-1.7403070969061711,0.234567502119455,7.364590789986914e-15,7.635699788443308e-13
ENSG00000005812,FBXL3,577.7121453078511,-0.7626949178727335,0.10200613259382932,8.478004689087881e-15,8.735504334613593e-13
ENSG00000138698,RAP1GDS1,369.08587383082926,-0.9593046445035207,0.12963135078904028,1.1355179472484156e-14,1.1627843967224672e-12
ENSG00000153147,SMARCA5,1282.8705307359357,-0.76422168425793,0.10294404031243247,1.268017928213685e-14,1.2904999638734245e-12
ENSG00000075785,RAB7A,928.3871431387533,-0.6402451289038545,0.08596557924488393,1.3654307569306768e-14,1.3811665138245731e-12
ENSG00000102554,KLF5,187.5791430607721,1.2902427427086605,0.17553340940797424,1.386773123675933e-14,1.394253293858185e-12
ENSG00000168137,SETD5,961.2077905985693,-0.7629578607608132,0.10295084950269502,1.3957299171782116e-14,1.3948050359077922e-12
ENSG00000164109,MAD2L1,1017.9098550475815,-0.6003962874048604,0.08066020391043092,1.5656257059666686e-14,1.5552194512743151e-12
ENSG00000197451,HNRNPAB,3080.2283273725934,-0.4963010846639764,0.0663513364513051,1.6256119064069692e-14,1.6051949949634055e-12
ENSG00000138668,HNRNPD,1148.0678354385598,-0.7839812137054059,0.10618346305421344,1.6665175637233507e-14,1.635849696130572e-12
ENSG00000140718,FTO,440.6854121330023,-1.0323196247055277,0.140783493771465,1.7453966839339758e-14,1.7031991523400426e-12
ENSG00000029363,BCLAF1,2216.2068205891997,-0.5733313419105249,0.07736015515678414,2.130613675412135e-14,2.0669444597316905e-12
ENSG00000142534,RPS11,5688.961500146143,-0.39401490478102774,0.05281265056728778,2.447051964693246e-14,2.3484948423321765e-12
ENSG00000152465,NMT2,410.90984497440996,-1.045363896571435,0.14352965620984398,2.4491506885494396e-14,2.3484948423321765e-12
ENSG00000100413,POLR3H,675.3274121882761,-0.7220670819568161,0.09837670860181379,2.5146323539166387e-14,2.3974273631679955e-12
ENSG00000166508,MCM7,2206.6043524367255,0.45751150456286216,0.06149365788825474,2.5592166649076895e-14,2.4259911573802093e-12
ENSG00000128039,SRD5A3,270.07110054511713,-1.0955356859234993,0.1509325745507897,2.8815592324970924e-14,2.703282891336055e-12
ENSG00000154174,TOMM70,779.1850622556207,-0.8899514814586653,0.12211313427843658,2.884327396265488e-14,2.703282891336055e-12
ENSG00000138660,AP1AR,280.35278447176387,-1.0569968510300953,0.14572937844262018,3.044249661930362e-14,2.8371380697619538e-12
ENSG00000138674,SEC31A,670.7187865905715,-1.0858097122833479,0.14994109343196296,3.237472962433548e-14,3.0003597192072697e-12
ENSG00000114023,FAM162A,400.38176428174467,-0.9860357429316029,0.13587524740324064,3.2862157471371807e-14,3.0286129460699272e-12
ENSG00000142541,RPL13A,8478.144749461697,-0.38551419387126334,0.05185657009175823,3.430025559187085e-14,3.143684751456053e-12
ENSG00000292158,RPS3A,5871.146455502121,-0.4969751367112267,0.0675838811579828,3.6786640055120866e-14,3.3530416037054946e-12
ENSG00000135709,KIAA0513,168.59806113444264,1.5162920868197067,0.21242526376534088,5.406627011636252e-14,4.901122158253212e-12
ENSG00000144381,HSPD1,7093.959081673587,-0.3519104548623413,0.047645546172338675,5.81453572106555e-14,5.2422463628671964e-12
ENSG00000138758,SEPTIN11,1146.0441543726713,-0.8041970493533104,0.1121235958694215,7.550635407472162e-14,6.770675177003011e-12
ENSG00000278463,H2AC4,588.3379852253956,-0.9492160240209712,0.1331739466618632,8.865259618855515e-14,7.906763000924417e-12
ENSG00000160014,CALM3,2578.5630878490147,-0.4054460229539124,0.055730359609810536,1.0501250123427328e-13,9.31578814425326e-12
ENSG00000151576,QTRT2,493.14564011761564,-0.9740908669355266,0.13736047452594496,1.0744642449218514e-13,9.481003914366271e-12
ENSG00000262406,MMP12,40.71665342432324,5.741039304502483,0.775087559646154,1.1009352114672204e-13,9.663182128587152e-12
ENSG00000204628,RACK1,12525.770760926045,-0.3641983010269364,0.04996551775183559,1.1284561229844315e-13,9.852609802204597e-12
ENSG00000132466,ANKRD17,1363.5711859621338,-0.7631636273015634,0.10725734180474594,1.219437799069342e-13,1.0591232276838383e-11
ENSG00000156261,CCT8,1129.7465213067721,-0.5849155691478022,0.08163283177810629,1.2971727656130645e-13,1.1149636792101102e-11
ENSG00000291533,CCT8,1129.7465213067721,-0.5849155691478022,0.08163283177810629,1.2971727656130645e-13,1.1149636792101102e-11
ENSG00000146476,ARMT1,352.8682297375275,-1.1101425004786276,0.1577108286490012,1.395511447948365e-13,1.1933061551554344e-11
ENSG00000086289,EPDR1,49.65097202517113,-9.97124932504798,2.92825881160457,1.4745732007245405e-13,1.2544458885548413e-11
ENSG00000139684,ESD,883.6793707546276,0.581721184272376,0.08193611355898513,2.121807917198802e-13,1.795850588694435e-11
ENSG00000179314,WSCD1,76.08970838761468,2.223369777917362,0.32183587293136545,2.409956575571324e-13,2.0293791691448067e-11
ENSG00000167088,SNRPD1,1370.076927530208,0.5640113217260343,0.0796301961827162,2.524665066135245e-13,2.1152357970766452e-11
ENSG00000160200,CBS,1769.4567275129966,-0.5151929270164637,0.0725852919481271,2.579079750633099e-13,2.1499675368468583e-11
ENSG00000168769,TET2,178.86328464560629,-1.193593633968606,0.17210154140576892,2.83933820964193e-13,2.3550890779874986e-11
ENSG00000105220,GPI,2744.724046658625,0.5151018424350097,0.07275684715934823,3.053805540422272e-13,2.520377119903735e-11
ENSG00000261115,TMEM178B,156.11080394223077,1.5809784734997425,0.22933437834054668,3.164442065315144e-13,2.598758882253115e-11
ENSG00000134291,TMEM106C,1165.6131605767364,0.7317423635205368,0.10501655279214288,3.8278534668344253e-13,3.128091682823462e-11
ENSG00000138796,HADH,497.4737939945744,-0.840865873678195,0.12120539059932783,3.866917691397382e-13,3.1291852479312765e-11
ENSG00000215417,MIR17HG,515.306181568075,-1.0901104253308969,0.15798606263041798,3.856456702142125e-13,3.1291852479312765e-11
ENSG00000070087,PFN2,1254.3973115713522,-0.6675123716014997,0.09574875835992001,4.162245651597503e-13,3.3356276866836224e-11
ENSG00000242125,SNHG3,1602.0655612324415,-0.7448467191804166,0.10715670090055292,4.1520697989440343e-13,3.3356276866836224e-11
ENSG00000122566,HNRNPA2B1,8863.55311384076,-0.4301872562989413,0.06099931102795261,4.786604687302654e-13,3.8175473633492177e-11
ENSG00000065150,IPO5,1282.6175324052253,-0.5224409107873808,0.07460537188323936,5.008410137037884e-13,3.95754659037368e-11
ENSG00000071127,WDR1,1255.3538100557923,1.205881583492697,0.17597424313360466,5.00985462643e-13,3.95754659037368e-11
ENSG00000169045,HNRNPH1,5408.685358188571,-0.5141312013133241,0.0739557555253941,7.315393797909304e-13,5.75142501011931e-11
ENSG00000274641,H2BC17,1612.412615130395,-0.7377363681536014,0.10760941521089097,8.177165363540866e-13,6.398631896970727e-11
ENSG00000175130,MARCKSL1,1719.4216941125915,-0.43778176618739606,0.06284349246062156,8.757054383205548e-13,6.820224186056189e-11
ENSG00000106105,GARS1,1536.813160130006,-0.5554624912122516,0.08041890954218682,8.851665997147506e-13,6.86169566479813e-11
ENSG00000165997,ARL5B,1203.1174987503118,-0.49662677139153294,0.07165261652359,9.051822612555788e-13,6.984217921845952e-11
ENSG00000067840,PDZD4,110.27979948091246,1.8414218384420815,0.2745252729850929,9.533708698391043e-13,7.321976555444862e-11
